x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,target
0,(-inf..0.37],(0.29..+inf),(0.94..+inf),(-inf..-0.09],(-inf..0.2],(0.63..+inf),(-inf..0.06],(-0.01..0.05],(0.93..+inf),(0.61..+inf),(-inf..-0.26],(-inf..-0.14],(0.91..+inf),(0.47..+inf),(-inf..-0.38],(-inf..-0.32],(0.87..+inf),(-inf..-0.38],(-inf..-0.32],(-inf..-0.41],(0.87..+inf),(0.33..+inf),(0.86..+inf),(-inf..-0.43],(0.88..+inf),(0.23..+inf),(0.86..+inf),(0.27..+inf),(-0.03..0.21],(-0.02..0.09],(-inf..-0.09],(-inf..-0.4],0
1,(0.94..+inf),(0.04..0.11],(0.94..+inf),(0.06..0.2],(0.92..+inf),(0.04..0.22],(0.9..+inf),(-0.09..-0.01],(0.93..+inf),(0.06..0.25],(0.91..+inf),(0.06..0.2],(0.91..+inf),(0.03..0.15],(0.89..+inf),(0.09..0.42],(0.87..+inf),(0.05..0.37],(0.88..+inf),(0.08..0.35],(0.87..+inf),(0.08..0.33],(0.86..+inf),(0.07..0.28],(0.88..+inf),(0.23..+inf),(0.86..+inf),(0.08..0.27],(0.6..0.82],(0.09..0.3],(0.81..+inf),(0.08..0.33],1
1,(-inf..0.37],(-inf..-0.11],(-inf..0.4],(0.52..+inf),(-inf..0.2],(-0.02..0.04],(-inf..0.06],(-0.01..0.05],(-inf..-0.08],(0.61..+inf),(-0.26..0.23],(-0.01..0.06],(-inf..-0.42],(-inf..-0.19],(0.74..0.89],(0.09..0.42],(0.28..0.55],(0.05..0.37],(-0.32..0.08],(-0.12..0.01],(-inf..-0.3],(-0.48..-0.16],(-inf..-0.14],(0.28..+inf),(0.88..+inf),(0.23..+inf),(-inf..-0.0],(0.27..+inf),(-0.03..0.21],(-0.02..0.09],(-0.09..0.17],(-0.01..0.08],0
1,(0.94..+inf),(0.04..0.11],(0.94..+inf),(0.06..0.2],(0.92..+inf),(0.22..0.63],(0.9..+inf),(0.05..0.23],(0.93..+inf),(0.06..0.25],(0.91..+inf),(0.2..0.55],(0.76..0.91],(0.15..0.47],(0.74..0.89],(0.09..0.42],(0.74..0.87],(0.05..0.37],(0.71..0.88],(0.08..0.35],(0.69..0.87],(0.33..+inf),(0.71..0.86],(0.28..+inf),(0.53..0.72],(0.23..+inf),(0.48..0.66],(0.27..+inf),(0.43..0.6],(0.3..+inf),(0.43..0.62],(0.33..+inf),1
1,(-inf..0.37],(-inf..-0.11],(-inf..0.4],(-0.09..0.0],(-inf..0.2],(-0.02..0.04],(-inf..0.06],(-0.01..0.05],(-0.08..0.38],(-0.02..0.06],(-0.26..0.23],(-0.01..0.06],(-0.42..0.15],(-inf..-0.19],(0.19..0.54],(0.42..+inf),(0.87..+inf),(-inf..-0.38],(-0.32..0.08],(-0.12..0.01],(0.08..0.5],(-inf..-0.48],(-0.14..0.25],(-0.19..-0.02],(0.88..+inf),(-inf..-0.46],(-inf..-0.0],(0.08..0.27],(-0.03..0.21],(-0.02..0.09],(0.81..+inf),(-0.4..-0.09],0
1,(0.94..+inf),(0.11..0.29],(0.94..+inf),(0.06..0.2],(0.92..+inf),(0.22..0.63],(0.9..+inf),(0.05..0.23],(0.8..0.93],(0.25..0.61],(0.79..0.91],(0.2..0.55],(0.76..0.91],(0.47..+inf),(0.74..0.89],(0.42..+inf),(0.55..0.74],(0.37..+inf),(0.49..0.71],(0.35..+inf),(0.5..0.69],(0.33..+inf),(0.25..0.5],(0.28..+inf),(0.33..0.53],(0.23..+inf),(0.26..0.48],(0.27..+inf),(0.21..0.43],(0.3..+inf),(0.17..0.43],(0.33..+inf),1
1,(0.63..0.8],(0.29..+inf),(-inf..0.4],(-inf..-0.09],(0.92..+inf),(0.63..+inf),(0.8..0.9],(0.23..0.71],(-inf..-0.08],(0.61..+inf),(-0.26..0.23],(0.55..+inf),(-0.42..0.15],(0.03..0.15],(-inf..-0.38],(-inf..-0.32],(-0.25..0.28],(-0.12..-0.01],(0.08..0.49],(-inf..-0.41],(-inf..-0.3],(0.33..+inf),(0.71..0.86],(-inf..-0.43],(0.88..+inf),(-0.11..-0.01],(0.86..+inf),(0.27..+inf),(-0.03..0.21],(-inf..-0.35],(0.81..+inf),(0.33..+inf),0
1,(0.94..+inf),(-inf..-0.11],(0.94..+inf),(0.52..+inf),(0.82..0.92],(0.04..0.22],(0.9..+inf),(-inf..-0.09],(0.93..+inf),(0.25..0.61],(0.59..0.79],(-inf..-0.14],(0.91..+inf),(-0.04..0.03],(0.89..+inf),(-inf..-0.32],(0.74..0.87],(-0.38..-0.12],(0.88..+inf),(-0.41..-0.12],(0.87..+inf),(-0.16..-0.01],(0.86..+inf),(0.07..0.28],(0.88..+inf),(-0.11..-0.01],(0.86..+inf),(-0.37..-0.13],(0.43..0.6],(0.09..0.3],(0.43..0.62],(-0.09..-0.01],1
0,(0.94..+inf),(-inf..-0.11],(0.94..+inf),(0.52..+inf),(-inf..0.2],(-inf..-0.12],(0.9..+inf),(-inf..-0.09],(-0.08..0.38],(-0.02..0.06],(-0.26..0.23],(-0.01..0.06],(-inf..-0.42],(0.47..+inf),(0.89..+inf),(-inf..-0.32],(0.87..+inf),(-inf..-0.38],(-inf..-0.32],(0.35..+inf),(0.87..+inf),(-inf..-0.48],(0.86..+inf),(-inf..-0.43],(0.88..+inf),(-inf..-0.46],(-inf..-0.0],(-inf..-0.37],(-0.03..0.21],(-0.02..0.09],(0.81..+inf),(-inf..-0.4],0
1,(0.94..+inf),(0.04..0.11],(0.94..+inf),(0.06..0.2],(0.92..+inf),(0.22..0.63],(0.9..+inf),(0.23..0.71],(0.8..0.93],(0.25..0.61],(0.79..0.91],(0.2..0.55],(0.76..0.91],(0.47..+inf),(0.54..0.74],(0.42..+inf),(0.55..0.74],(0.37..+inf),(0.49..0.71],(0.35..+inf),(0.08..0.5],(0.33..+inf),(0.25..0.5],(0.28..+inf),(0.33..0.53],(0.23..+inf),(-0.0..0.26],(0.27..+inf),(-0.03..0.21],(0.3..+inf),(-0.09..0.17],(0.33..+inf),1
1,(0.63..0.8],(0.29..+inf),(-inf..0.4],(-0.09..0.0],(-inf..0.2],(0.63..+inf),(-inf..0.06],(-0.01..0.05],(-0.08..0.38],(-0.02..0.06],(-0.26..0.23],(-0.01..0.06],(0.15..0.6],(-inf..-0.19],(0.19..0.54],(0.09..0.42],(0.28..0.55],(0.37..+inf),(-0.32..0.08],(-0.12..0.01],(-0.3..0.08],(-0.01..0.08],(0.71..0.86],(0.07..0.28],(0.72..0.88],(0.23..+inf),(-inf..-0.0],(-0.01..0.08],(-0.03..0.21],(-0.02..0.09],(-0.09..0.17],(-0.01..0.08],0
1,(0.94..+inf),(0.04..0.11],(0.94..+inf),(0.06..0.2],(0.92..+inf),(0.04..0.22],(0.9..+inf),(0.23..0.71],(0.93..+inf),(0.25..0.61],(0.91..+inf),(0.2..0.55],(0.91..+inf),(0.15..0.47],(0.89..+inf),(0.42..+inf),(0.74..0.87],(0.37..+inf),(0.71..0.88],(0.35..+inf),(0.69..0.87],(0.33..+inf),(0.5..0.71],(0.28..+inf),(0.53..0.72],(0.23..+inf),(0.48..0.66],(0.27..+inf),(0.43..0.6],(0.3..+inf),(0.17..0.43],(0.33..+inf),1
0,(0.94..+inf),(0.29..+inf),(-inf..0.4],(-0.09..0.0],(0.92..+inf),(-inf..-0.12],(0.9..+inf),(-inf..-0.09],(0.93..+inf),(0.61..+inf),(0.91..+inf),(0.55..+inf),(0.91..+inf),(-inf..-0.19],(0.89..+inf),(0.42..+inf),(0.87..+inf),(0.37..+inf),(0.88..+inf),(-inf..-0.41],(-inf..-0.3],(-inf..-0.48],(0.86..+inf),(-inf..-0.43],(0.88..+inf),(-inf..-0.46],(0.86..+inf),(0.27..+inf),(-0.03..0.21],(-0.02..0.09],(0.81..+inf),(-inf..-0.4],0
1,(0.94..+inf),(0.04..0.11],(0.94..+inf),(0.06..0.2],(0.92..+inf),(0.04..0.22],(0.9..+inf),(0.23..0.71],(0.93..+inf),(0.25..0.61],(0.91..+inf),(0.2..0.55],(0.91..+inf),(0.15..0.47],(0.74..0.89],(0.42..+inf),(0.74..0.87],(0.37..+inf),(0.71..0.88],(0.35..+inf),(0.69..0.87],(0.33..+inf),(0.5..0.71],(0.28..+inf),(0.53..0.72],(0.23..+inf),(0.48..0.66],(0.27..+inf),(0.43..0.6],(0.3..+inf),(0.17..0.43],(0.33..+inf),1
1,(0.94..+inf),(0.11..0.29],(0.94..+inf),(0.2..0.52],(0.92..+inf),(0.63..+inf),(0.9..+inf),(0.71..+inf),(0.93..+inf),(0.61..+inf),(0.91..+inf),(0.55..+inf),(0.91..+inf),(0.47..+inf),(0.89..+inf),(0.42..+inf),(0.87..+inf),(0.37..+inf),(0.71..0.88],(0.35..+inf),(0.87..+inf),(0.33..+inf),(0.5..0.71],(0.28..+inf),(0.33..0.53],(0.23..+inf),(-0.0..0.26],(0.27..+inf),(-inf..-0.03],(0.3..+inf),(-inf..-0.09],(0.33..+inf),1
0,(0.94..+inf),(0.29..+inf),(0.94..+inf),(-inf..-0.09],(0.92..+inf),(0.63..+inf),(-inf..0.06],(0.71..+inf),(-0.08..0.38],(-0.02..0.06],(0.91..+inf),(0.55..+inf),(-0.42..0.15],(-0.04..0.03],(-0.38..0.19],(-0.11..-0.0],(-inf..-0.25],(0.37..+inf),(-inf..-0.32],(0.35..+inf),(0.87..+inf),(0.33..+inf),(0.86..+inf),(-inf..-0.43],(0.88..+inf),(0.23..+inf),(0.86..+inf),(0.27..+inf),(0.82..+inf),(-inf..-0.35],(-inf..-0.09],(0.33..+inf),0
1,(0.94..+inf),(-0.11..-0.02],(0.94..+inf),(0.52..+inf),(0.92..+inf),(0.04..0.22],(0.9..+inf),(0.05..0.23],(0.93..+inf),(-inf..-0.14],(0.91..+inf),(-inf..-0.14],(0.91..+inf),(-0.19..-0.04],(0.89..+inf),(-0.0..0.09],(0.87..+inf),(-inf..-0.38],(0.88..+inf),(-0.41..-0.12],(0.87..+inf),(-inf..-0.48],(0.86..+inf),(-inf..-0.43],(0.88..+inf),(-inf..-0.46],(0.86..+inf),(-inf..-0.37],(0.82..+inf),(-inf..-0.35],(0.81..+inf),(-inf..-0.4],1
0,(0.94..+inf),(-inf..-0.11],(0.94..+inf),(0.52..+inf),(0.92..+inf),(0.63..+inf),(0.9..+inf),(0.71..+inf),(0.93..+inf),(0.61..+inf),(0.91..+inf),(-inf..-0.14],(0.91..+inf),(-inf..-0.19],(0.89..+inf),(0.42..+inf),(0.87..+inf),(-inf..-0.38],(0.88..+inf),(0.35..+inf),(0.87..+inf),(0.33..+inf),(0.86..+inf),(-inf..-0.43],(0.88..+inf),(0.23..+inf),(0.86..+inf),(-inf..-0.37],(0.82..+inf),(0.3..+inf),(0.81..+inf),(-inf..-0.4],0
1,(0.88..0.94],(0.04..0.11],(0.85..0.94],(0.06..0.2],(0.82..0.92],(0.22..0.63],(0.8..0.9],(0.23..0.71],(0.62..0.8],(0.25..0.61],(0.59..0.79],(0.2..0.55],(0.6..0.76],(0.47..+inf),(0.54..0.74],(0.42..+inf),(0.28..0.55],(0.37..+inf),(0.08..0.49],(0.35..+inf),(0.08..0.5],(0.33..+inf),(-0.14..0.25],(0.28..+inf),(-0.0..0.33],(0.23..+inf),(-0.0..0.26],(0.27..+inf),(-0.03..0.21],(0.3..+inf),(-0.09..0.17],(0.33..+inf),1
1,(0.63..0.8],(-inf..-0.11],(0.73..0.85],(0.2..0.52],(0.2..0.49],(0.22..0.63],(0.06..0.37],(0.23..0.71],(0.93..+inf),(-inf..-0.14],(-0.26..0.23],(0.2..0.55],(-0.42..0.15],(0.15..0.47],(-0.38..0.19],(0.09..0.42],(-0.25..0.28],(0.05..0.37],(-0.32..0.08],(0.08..0.35],(-0.3..0.08],(0.08..0.33],(-0.14..0.25],(0.07..0.28],(-inf..-0.0],(0.06..0.23],(-inf..-0.0],(0.08..0.27],(-inf..-0.03],(-0.02..0.09],(-0.09..0.17],(-0.01..0.08],0
1,(0.37..0.63],(-0.11..-0.02],(0.94..+inf),(0.0..0.06],(0.92..+inf),(0.63..+inf),(0.06..0.37],(0.05..0.23],(0.38..0.62],(0.06..0.25],(0.59..0.79],(-inf..-0.14],(0.15..0.6],(0.47..+inf),(0.54..0.74],(-0.11..-0.0],(0.28..0.55],(-0.12..-0.01],(0.49..0.71],(0.08..0.35],(0.69..0.87],(0.33..+inf),(0.25..0.5],(0.07..0.28],(0.33..0.53],(0.06..0.23],(0.26..0.48],(-0.13..-0.01],(0.21..0.43],(0.09..0.3],(0.17..0.43],(0.08..0.33],0
1,(0.63..0.8],(0.04..0.11],(0.73..0.85],(-inf..-0.09],(0.7..0.82],(-0.02..0.04],(0.65..0.8],(-0.09..-0.01],(0.62..0.8],(-0.02..0.06],(0.59..0.79],(-0.14..-0.01],(0.6..0.76],(-0.04..0.03],(0.74..0.89],(-0.0..0.09],(0.55..0.74],(-0.12..-0.01],(0.71..0.88],(-0.41..-0.12],(0.69..0.87],(-0.16..-0.01],(0.71..0.86],(-0.19..-0.02],(0.72..0.88],(-0.11..-0.01],(0.66..0.86],(-0.01..0.08],(0.82..+inf),(-0.02..0.09],(0.62..0.81],(-0.01..0.08],1
1,(0.63..0.8],(-0.11..-0.02],(0.85..0.94],(0.0..0.06],(0.92..+inf),(0.63..+inf),(0.65..0.8],(-0.09..-0.01],(0.38..0.62],(-inf..-0.14],(0.79..0.91],(0.06..0.2],(0.15..0.6],(0.47..+inf),(0.19..0.54],(0.09..0.42],(0.55..0.74],(0.05..0.37],(0.88..+inf),(-0.41..-0.12],(0.87..+inf),(-inf..-0.48],(0.5..0.71],(0.28..+inf),(0.53..0.72],(0.06..0.23],(0.26..0.48],(0.08..0.27],(0.43..0.6],(0.09..0.3],(0.81..+inf),(0.33..+inf),0
1,(0.37..0.63],(-0.02..0.04],(0.4..0.64],(-0.09..0.0],(0.2..0.49],(0.04..0.22],(0.37..0.65],(-0.09..-0.01],(0.38..0.62],(0.06..0.25],(0.23..0.59],(0.06..0.2],(0.15..0.6],(-0.19..-0.04],(0.54..0.74],(-0.0..0.09],(0.28..0.55],(-0.01..0.05],(0.08..0.49],(0.01..0.08],(0.5..0.69],(0.08..0.33],(0.25..0.5],(-0.02..0.07],(0.33..0.53],(0.06..0.23],(0.26..0.48],(0.08..0.27],(0.43..0.6],(0.09..0.3],(0.43..0.62],(0.08..0.33],1
1,(0.88..0.94],(-inf..-0.11],(0.94..+inf),(0.2..0.52],(0.82..0.92],(0.04..0.22],(0.8..0.9],(0.05..0.23],(0.8..0.93],(-0.14..-0.02],(0.79..0.91],(0.2..0.55],(0.76..0.91],(0.15..0.47],(0.54..0.74],(0.42..+inf),(0.55..0.74],(0.37..+inf),(0.71..0.88],(0.08..0.35],(0.87..+inf),(0.33..+inf),(0.5..0.71],(0.28..+inf),(0.53..0.72],(0.23..+inf),(0.66..0.86],(0.27..+inf),(0.43..0.6],(0.3..+inf),(0.43..0.62],(0.33..+inf),1
1,(0.8..0.88],(-0.11..-0.02],(-inf..0.4],(-inf..-0.09],(-inf..0.2],(-inf..-0.12],(0.8..0.9],(-0.01..0.05],(0.8..0.93],(-0.02..0.06],(-0.26..0.23],(0.55..+inf),(-0.42..0.15],(-inf..-0.19],(0.74..0.89],(-0.32..-0.11],(0.74..0.87],(-0.38..-0.12],(-0.32..0.08],(0.35..+inf),(-inf..-0.3],(0.33..+inf),(0.71..0.86],(-0.19..-0.02],(0.53..0.72],(-0.46..-0.11],(0.66..0.86],(-0.37..-0.13],(-inf..-0.03],(-inf..-0.35],(-inf..-0.09],(-inf..-0.4],0
1,(0.63..0.8],(-inf..-0.11],(0.64..0.73],(0.0..0.06],(0.2..0.49],(0.22..0.63],(0.65..0.8],(0.05..0.23],(0.38..0.62],(0.25..0.61],(0.23..0.59],(-inf..-0.14],(0.15..0.6],(0.15..0.47],(0.19..0.54],(-inf..-0.32],(0.28..0.55],(-0.38..-0.12],(0.08..0.49],(0.08..0.35],(0.5..0.69],(-0.16..-0.01],(0.25..0.5],(-0.19..-0.02],(0.33..0.53],(-0.11..-0.01],(0.48..0.66],(-0.13..-0.01],(0.6..0.82],(-0.35..-0.14],(0.43..0.62],(0.08..0.33],1
1,(-inf..0.37],(0.11..0.29],(-inf..0.4],(0.52..+inf),(0.49..0.7],(-inf..-0.12],(0.06..0.37],(-0.09..-0.01],(-0.08..0.38],(-inf..-0.14],(0.23..0.59],(0.06..0.2],(0.15..0.6],(-0.19..-0.04],(-0.38..0.19],(0.42..+inf),(0.28..0.55],(-0.01..0.05],(0.49..0.71],(0.01..0.08],(-inf..-0.3],(-inf..-0.48],(0.86..+inf),(0.28..+inf),(0.33..0.53],(-0.46..-0.11],(-inf..-0.0],(0.08..0.27],(-0.03..0.21],(0.3..+inf),(0.43..0.62],(-0.09..-0.01],0
1,(-inf..0.37],(0.11..0.29],(0.4..0.64],(0.06..0.2],(0.49..0.7],(-0.02..0.04],(0.37..0.65],(0.05..0.23],(0.38..0.62],(-inf..-0.14],(0.23..0.59],(-0.14..-0.01],(0.15..0.6],(0.03..0.15],(0.74..0.89],(-0.32..-0.11],(0.28..0.55],(-0.12..-0.01],(0.08..0.49],(0.01..0.08],(0.08..0.5],(-0.48..-0.16],(0.5..0.71],(-0.19..-0.02],(0.33..0.53],(-0.11..-0.01],(0.26..0.48],(0.08..0.27],(0.6..0.82],(-0.02..0.09],(0.17..0.43],(-0.09..-0.01],1
1,(0.63..0.8],(0.11..0.29],(-inf..0.4],(-0.09..0.0],(0.49..0.7],(0.04..0.22],(0.37..0.65],(0.71..+inf),(0.38..0.62],(0.61..+inf),(-0.26..0.23],(0.2..0.55],(0.15..0.6],(0.03..0.15],(-0.38..0.19],(0.42..+inf),(-inf..-0.25],(0.37..+inf),(-0.32..0.08],(0.35..+inf),(-inf..-0.3],(0.08..0.33],(-inf..-0.14],(0.28..+inf),(-inf..-0.0],(0.23..+inf),(-inf..-0.0],(0.27..+inf),(-inf..-0.03],(0.09..0.3],(-0.09..0.17],(-0.01..0.08],0
1,(0.88..0.94],(0.11..0.29],(0.73..0.85],(0.2..0.52],(0.7..0.82],(0.22..0.63],(0.37..0.65],(0.71..+inf),(0.38..0.62],(0.61..+inf),(0.23..0.59],(0.55..+inf),(-0.42..0.15],(0.47..+inf),(-0.38..0.19],(0.42..+inf),(-inf..-0.25],(0.37..+inf),(-inf..-0.32],(0.35..+inf),(-inf..-0.3],(0.33..+inf),(-inf..-0.14],(0.28..+inf),(-inf..-0.0],(0.23..+inf),(-inf..-0.0],(0.08..0.27],(-inf..-0.03],(-0.14..-0.02],(-inf..-0.09],(-0.4..-0.09],1
1,(0.94..+inf),(0.11..0.29],(0.73..0.85],(0.2..0.52],(0.7..0.82],(0.22..0.63],(0.37..0.65],(0.71..+inf),(-0.08..0.38],(0.61..+inf),(-0.26..0.23],(0.55..+inf),(-0.42..0.15],(0.47..+inf),(-0.38..0.19],(0.42..+inf),(-inf..-0.25],(0.37..+inf),(-inf..-0.32],(0.35..+inf),(-inf..-0.3],(0.33..+inf),(-inf..-0.14],(0.07..0.28],(-inf..-0.0],(-0.11..-0.01],(-inf..-0.0],(-0.37..-0.13],(-inf..-0.03],(-0.35..-0.14],(-inf..-0.09],(-inf..-0.4],1
1,(0.63..0.8],(0.04..0.11],(0.73..0.85],(0.0..0.06],(0.7..0.82],(-0.02..0.04],(0.65..0.8],(0.05..0.23],(0.62..0.8],(0.25..0.61],(0.59..0.79],(0.06..0.2],(0.6..0.76],(0.03..0.15],(0.54..0.74],(-0.11..-0.0],(0.55..0.74],(-0.01..0.05],(0.49..0.71],(0.08..0.35],(0.5..0.69],(0.08..0.33],(0.5..0.71],(0.07..0.28],(0.53..0.72],(0.06..0.23],(0.48..0.66],(0.08..0.27],(0.43..0.6],(0.09..0.3],(0.43..0.62],(0.08..0.33],1
1,(0.94..+inf),(-0.02..0.04],(0.94..+inf),(-0.09..0.0],(0.92..+inf),(-0.12..-0.02],(0.9..+inf),(-0.09..-0.01],(0.93..+inf),(-0.14..-0.02],(0.91..+inf),(-0.14..-0.01],(0.91..+inf),(-0.19..-0.04],(0.89..+inf),(-0.32..-0.11],(0.87..+inf),(-0.12..-0.01],(0.88..+inf),(-0.41..-0.12],(0.87..+inf),(-0.48..-0.16],(0.86..+inf),(-0.43..-0.19],(0.88..+inf),(-0.46..-0.11],(0.86..+inf),(-0.37..-0.13],(0.82..+inf),(-0.35..-0.14],(0.81..+inf),(-0.4..-0.09],1
0,(-inf..0.37],(-0.02..0.04],(-inf..0.4],(-0.09..0.0],(-inf..0.2],(-0.02..0.04],(-inf..0.06],(-0.01..0.05],(-0.08..0.38],(-0.02..0.06],(-0.26..0.23],(-0.01..0.06],(-0.42..0.15],(-0.04..0.03],(-0.38..0.19],(-0.11..-0.0],(-0.25..0.28],(-0.01..0.05],(-0.32..0.08],(-0.12..0.01],(-0.3..0.08],(-0.01..0.08],(-0.14..0.25],(-0.02..0.07],(0.88..+inf),(-inf..-0.46],(-inf..-0.0],(-0.01..0.08],(-0.03..0.21],(-0.02..0.09],(-0.09..0.17],(-0.01..0.08],0
0,(-inf..0.37],(-0.02..0.04],(-inf..0.4],(-0.09..0.0],(-inf..0.2],(-0.02..0.04],(-inf..0.06],(-0.01..0.05],(-0.08..0.38],(-0.02..0.06],(-0.26..0.23],(-0.01..0.06],(-0.42..0.15],(-0.04..0.03],(-0.38..0.19],(-0.11..-0.0],(-0.25..0.28],(-0.01..0.05],(-0.32..0.08],(-0.12..0.01],(-0.3..0.08],(-0.01..0.08],(-0.14..0.25],(-0.02..0.07],(0.88..+inf),(-inf..-0.46],(-inf..-0.0],(-0.01..0.08],(-0.03..0.21],(-0.02..0.09],(-0.09..0.17],(-0.01..0.08],0
1,(0.94..+inf),(-inf..-0.11],(0.4..0.64],(-inf..-0.09],(0.92..+inf),(-inf..-0.12],(0.9..+inf),(0.05..0.23],(0.8..0.93],(-0.02..0.06],(0.79..0.91],(-inf..-0.14],(0.91..+inf),(-inf..-0.19],(0.89..+inf),(-0.32..-0.11],(0.87..+inf),(-0.38..-0.12],(0.88..+inf),(-0.41..-0.12],(0.87..+inf),(-0.48..-0.16],(0.86..+inf),(-0.43..-0.19],(0.88..+inf),(-0.46..-0.11],(0.66..0.86],(-0.37..-0.13],(0.82..+inf),(-0.35..-0.14],(0.62..0.81],(-inf..-0.4],1
1,(-inf..0.37],(-inf..-0.11],(-inf..0.4],(-0.09..0.0],(0.49..0.7],(-inf..-0.12],(0.06..0.37],(0.71..+inf),(0.62..0.8],(0.06..0.25],(0.23..0.59],(-inf..-0.14],(-0.42..0.15],(-0.04..0.03],(0.54..0.74],(-inf..-0.32],(0.28..0.55],(-inf..-0.38],(-0.32..0.08],(-0.12..0.01],(-0.3..0.08],(-0.01..0.08],(-0.14..0.25],(0.07..0.28],(0.88..+inf),(-0.46..-0.11],(-0.0..0.26],(-inf..-0.37],(-0.03..0.21],(-inf..-0.35],(-0.09..0.17],(-0.01..0.08],0
1,(0.94..+inf),(-inf..-0.11],(0.94..+inf),(-0.09..0.0],(0.92..+inf),(-inf..-0.12],(0.9..+inf),(0.23..0.71],(0.93..+inf),(-0.14..-0.02],(0.91..+inf),(-0.14..-0.01],(0.91..+inf),(-0.19..-0.04],(0.89..+inf),(-0.32..-0.11],(0.87..+inf),(-0.38..-0.12],(0.88..+inf),(-0.41..-0.12],(0.87..+inf),(-0.48..-0.16],(0.86..+inf),(-0.43..-0.19],(0.88..+inf),(-0.46..-0.11],(0.86..+inf),(-0.37..-0.13],(0.82..+inf),(-inf..-0.35],(0.81..+inf),(-inf..-0.4],1
1,(-inf..0.37],(-0.02..0.04],(-inf..0.4],(-0.09..0.0],(-inf..0.2],(-0.02..0.04],(-inf..0.06],(-0.01..0.05],(0.62..0.8],(0.61..+inf),(-0.26..0.23],(-0.01..0.06],(-0.42..0.15],(-0.04..0.03],(0.19..0.54],(-inf..-0.32],(0.55..0.74],(-inf..-0.38],(-0.32..0.08],(-0.12..0.01],(-0.3..0.08],(-0.01..0.08],(-0.14..0.25],(-0.02..0.07],(0.88..+inf),(0.06..0.23],(-inf..-0.0],(-0.01..0.08],(-0.03..0.21],(-0.02..0.09],(-0.09..0.17],(-0.01..0.08],0
1,(0.94..+inf),(-0.02..0.04],(0.73..0.85],(-inf..-0.09],(0.82..0.92],(-inf..-0.12],(0.9..+inf),(-0.09..-0.01],(0.93..+inf),(-0.14..-0.02],(0.79..0.91],(-0.01..0.06],(0.76..0.91],(-inf..-0.19],(0.89..+inf),(-0.32..-0.11],(0.87..+inf),(-0.12..-0.01],(0.88..+inf),(-0.12..0.01],(0.87..+inf),(-0.16..-0.01],(0.86..+inf),(-0.43..-0.19],(0.72..0.88],(-0.46..-0.11],(0.86..+inf),(-0.37..-0.13],(0.6..0.82],(-0.35..-0.14],(0.62..0.81],(-0.4..-0.09],1
1,(-inf..0.37],(0.04..0.11],(-inf..0.4],(-0.09..0.0],(-inf..0.2],(-0.02..0.04],(0.37..0.65],(0.71..+inf),(-0.08..0.38],(0.61..+inf),(-0.26..0.23],(-0.01..0.06],(-0.42..0.15],(-0.04..0.03],(0.19..0.54],(-inf..-0.32],(0.28..0.55],(-inf..-0.38],(-0.32..0.08],(-0.12..0.01],(-0.3..0.08],(-0.01..0.08],(-inf..-0.14],(-inf..-0.43],(0.88..+inf),(-inf..-0.46],(0.48..0.66],(-0.37..-0.13],(-0.03..0.21],(-0.02..0.09],(-0.09..0.17],(-0.01..0.08],0
1,(0.94..+inf),(-inf..-0.11],(0.94..+inf),(-inf..-0.09],(0.82..0.92],(-inf..-0.12],(0.9..+inf),(-inf..-0.09],(0.93..+inf),(-inf..-0.14],(0.59..0.79],(-inf..-0.14],(0.91..+inf),(-inf..-0.19],(0.89..+inf),(-inf..-0.32],(0.74..0.87],(-inf..-0.38],(0.88..+inf),(-inf..-0.41],(0.69..0.87],(-inf..-0.48],(0.5..0.71],(-inf..-0.43],(0.53..0.72],(-inf..-0.46],(0.66..0.86],(-inf..-0.37],(0.82..+inf),(-inf..-0.35],(0.17..0.43],(-inf..-0.4],1
1,(0.63..0.8],(-inf..-0.11],(-inf..0.4],(-0.09..0.0],(-inf..0.2],(-0.02..0.04],(0.65..0.8],(0.71..+inf),(0.93..+inf),(-inf..-0.14],(-0.26..0.23],(-0.01..0.06],(-0.42..0.15],(-0.04..0.03],(0.54..0.74],(-0.32..-0.11],(0.74..0.87],(-inf..-0.38],(0.88..+inf),(-inf..-0.41],(-0.3..0.08],(-0.01..0.08],(-0.14..0.25],(-0.02..0.07],(0.88..+inf),(-inf..-0.46],(-inf..-0.0],(-inf..-0.37],(-0.03..0.21],(-0.02..0.09],(-0.09..0.17],(-0.01..0.08],0
1,(0.8..0.88],(0.11..0.29],(0.73..0.85],(0.2..0.52],(0.49..0.7],(0.22..0.63],(0.37..0.65],(0.23..0.71],(-0.08..0.38],(0.61..+inf),(-0.26..0.23],(0.55..+inf),(-0.42..0.15],(0.47..+inf),(-0.38..0.19],(0.42..+inf),(-inf..-0.25],(0.37..+inf),(-inf..-0.32],(0.35..+inf),(-inf..-0.3],(0.33..+inf),(-inf..-0.14],(0.07..0.28],(-inf..-0.0],(0.06..0.23],(-inf..-0.0],(-0.13..-0.01],(-inf..-0.03],(-0.35..-0.14],(-inf..-0.09],(-0.4..-0.09],1
